id,name,genreisnongame,genreisindie,genreisaction,genreisadventure,genreiscasual,genreisstrategy,genreisrpg,genreissimulation,genreisearlyaccess,genreisfreetoplay,genreissports,genreisracing,genreismassivelymultiplayer
332,Aliens vs. Predator,false,false,true,false,false,false,false,false,false,false,false,false,false
333,TrackMania Nations Forever,false,false,false,false,false,false,false,false,false,false,false,true,false
334,Sherlock Holmes: Nemesis,false,false,false,true,false,false,true,false,false,false,false,false,false
335,Dracula: Origin,false,false,false,true,false,false,false,false,false,false,false,false,false
336,Sherlock Holmes: The Mystery of The Mummy,false,false,false,true,false,false,false,false,false,false,false,false,false
337,Sherlock Holmes: The Awakened - Remastered,false,false,false,true,false,false,false,false,false,false,false,false,false
338,Sherlock Holmes: The Secret of the Silver Earring,false,false,false,true,false,false,false,false,false,false,false,false,false
339,Sherlock Holmes: The Mystery of The Persian Carpet,false,false,false,true,true,false,false,false,false,false,false,false,false
340,Sherlock Holmes versus Jack the Ripper,false,false,false,true,false,false,true,false,false,false,false,false,false
341,Shadowgrounds: Survivor,false,false,true,false,false,false,false,false,false,false,false,false,false
342,Gumboy Tournament,false,true,false,false,true,false,false,false,false,false,false,true,false
343,Space Trader: Merchant Marine,false,true,true,false,false,true,false,false,false,false,false,false,false
344,Pacific Storm,false,false,false,false,false,true,false,true,false,false,false,false,false
345,Pacific Storm: Allies,false,false,false,false,false,true,false,true,false,false,false,false,false
346,Penguins Arena: Sedna's World,false,true,true,false,true,false,false,false,false,false,false,false,false
347,Obulis,false,true,false,false,true,false,false,false,false,false,false,false,false
348,Larva Mortus,false,true,true,false,false,false,false,false,false,false,false,false,false
349,Chains,false,true,false,false,false,false,false,false,false,false,false,false,false
350,Nikopol: Secrets of the Immortals,false,false,false,true,false,false,false,false,false,false,false,false,false
351,Crash Time II,false,false,true,false,false,false,false,false,false,false,false,true,false
352,Overlord,false,false,false,false,false,false,true,false,false,false,false,false,false
353,Soldiers: Heroes of World War II,false,false,false,false,false,true,false,false,false,false,false,false,false
354,Maelstrom,false,false,false,false,false,true,false,false,false,false,false,false,false
355,Hospital Tycoon,false,false,false,false,false,false,false,true,false,false,false,false,false
356,Dragon Nest,false,false,true,false,false,false,true,false,false,true,false,false,true
357,Lumines,false,false,false,false,true,false,false,false,false,false,false,false,false
358,Lumines: Advanced Pack,false,false,false,false,true,false,false,false,false,false,false,false,false
359,Grand Theft Auto III,false,false,true,false,false,false,false,false,false,false,false,false,false
360,Grand Theft Auto: Vice City,false,false,true,false,false,false,false,false,false,false,false,false,false
361,Grand Theft Auto: San Andreas,false,false,true,false,false,false,false,false,false,false,false,false,false
362,Manhunt,false,false,true,false,false,false,false,false,false,false,false,false,false
363,Max Payne,false,false,true,false,false,false,false,false,false,false,false,false,false
364,Max Payne 2: The Fall of Max Payne,false,false,true,false,false,false,false,false,false,false,false,false,false
365,Midnight Club II,false,false,false,false,false,false,false,false,false,false,false,true,false
366,Grand Theft Auto,false,false,true,false,false,false,false,false,false,false,false,false,false
367,Grand Theft Auto 2,false,false,true,false,false,false,false,false,false,false,false,false,false
368,Bully: Scholarship Edition,false,false,true,true,false,false,false,false,false,false,false,false,false
369,Grand Theft Auto IV,false,false,true,true,false,false,false,false,false,false,false,false,false
370,Grand Theft Auto: Episodes from Liberty City,false,false,true,false,false,false,false,false,false,false,false,false,false
371,Culpa Innata,false,false,false,true,true,false,true,false,false,false,false,false,false
372,Sacred Gold,false,false,true,false,false,false,true,false,false,false,false,false,false
373,DarkStar One,false,false,true,false,false,false,false,false,false,false,false,false,false
374,Jack Keane,false,false,false,true,false,false,false,false,false,false,false,false,false
375,FlatOut: Ultimate Carnage,false,false,false,false,false,false,false,false,false,false,false,true,false
376,Jagged Alliance 2: Gold Pack,false,false,false,false,false,true,false,false,false,false,false,false,false
377,Jagged Alliance 2 Gold: Unfinished Business,false,false,false,false,false,true,false,false,false,false,false,false,false
378,Exodus from the Earth,false,false,true,false,false,false,false,false,false,false,false,false,false
379,Perimeter 2: New Earth,false,false,false,false,false,true,false,false,false,false,false,false,false
380,SlamIt Pinball: Big Score,false,false,false,false,true,false,false,false,false,false,false,false,false
381,Ankh 2: Heart of Osiris,false,false,false,true,false,false,false,false,false,false,false,false,false
382,Ankh 3: Battle of the Gods,false,false,false,true,false,false,false,false,false,false,false,false,false
383,BC Kings,false,false,false,false,false,true,false,false,false,false,false,false,false
384,Port Royale 2,false,false,false,false,false,true,false,false,false,false,false,false,false
385,9th Company - Roots of Terror,false,false,false,false,false,true,false,false,false,false,false,false,false
386,Puzzle Quest,false,false,false,false,true,false,false,false,false,false,false,false,false
387,Prison Tycoon 3: Lockdown,false,false,false,false,false,true,false,false,false,false,false,false,false
388,18 Wheels of Steel: American Long Haul,false,false,false,false,false,false,false,false,false,false,false,true,false
389,Hunting Unlimited 2008,false,false,true,true,false,true,false,false,false,false,false,false,false
390,Mahjongg Investigations: Under Suspicion,false,false,false,false,true,false,false,false,false,false,false,false,false
391,Ride! Carnival Tycoon,false,false,false,false,false,false,false,true,false,false,false,false,false
392,Hot Dish,false,false,false,false,false,false,false,false,false,false,false,false,false
393,Dr. Daisy: Pet Vet,false,false,false,false,false,false,false,false,false,false,false,false,false
394,Sprint Cars: Road to Knoxville,false,false,false,false,false,false,false,false,false,false,false,true,false
395,Midnight Outlaw: 6 Hours to Sun Up,false,false,false,false,false,false,false,false,false,false,false,true,false
396,Legend: Hand of God,false,false,true,false,false,false,true,false,false,false,false,false,false
397,Drakensang,false,false,false,false,false,false,true,false,false,false,false,false,false
398,Fetch It Again,false,false,false,false,true,false,false,true,false,false,false,false,false
399,Miss Popularity,false,false,false,false,true,false,false,true,false,false,false,false,false
400,Mission Runway,false,false,false,false,false,false,false,true,false,false,false,false,false
401,Hunting Unlimited 2010,false,false,false,false,false,false,false,true,false,false,true,false,false
402,Overlord: Raising Hell,false,false,false,false,false,false,true,false,false,false,false,false,false
403,GRID,false,false,false,false,false,false,false,false,false,false,false,true,false
404,Rise of the Argonauts,false,false,false,false,false,false,true,false,false,false,false,false,false
405,Damnation,false,false,true,true,false,false,false,false,false,false,false,false,false
406,Overlord II,false,false,false,false,false,false,true,false,false,false,false,false,false
407,Operation Flashpoint: Dragon Rising,false,false,true,false,false,false,false,false,false,false,false,false,false
408,Audiosurf,false,true,false,false,false,false,false,false,false,false,false,false,false
409,Ninja Reflex: Steamworks Edition,false,true,false,false,true,false,false,false,false,false,false,false,false
410,America's Army 3,false,false,true,false,false,false,false,false,false,false,false,false,false
411,Unreal II: The Awakening,false,false,true,false,false,false,false,false,false,false,false,false,false
412,Unreal Tournament 3: Black Edition,false,false,true,false,false,false,false,false,false,false,false,false,false
413,Unreal Tournament 2004,false,false,true,false,false,false,false,false,false,false,false,false,false
414,Unreal Tournament: Game of the Year Edition,false,false,true,false,false,false,false,false,false,false,false,false,false
415,Unreal Gold,false,false,true,false,false,false,false,false,false,false,false,false,false
416,Prince of Persia: Warrior Within,false,false,true,true,false,false,false,false,false,false,false,false,false
417,Far Cry,false,false,true,false,false,false,false,false,false,false,false,false,false
418,Prince of Persia: The Two Thrones,false,false,true,true,false,false,false,false,false,false,false,false,false
419,Tom Clancy's Rainbow Six: Vegas,false,false,true,false,false,false,false,false,false,false,false,false,false
420,Tom Clancy's Splinter Cell,false,false,true,false,false,false,false,false,false,false,false,false,false
421,Tom Clancy's Splinter Cell: Chaos Theory,false,false,true,false,false,false,false,false,false,false,false,false,false
422,Tom Clancy's Splinter Cell: Double Agent,false,false,true,false,false,false,false,false,false,false,false,false,false
423,Prince of Persia: The Sands of Time,false,false,true,true,false,false,false,false,false,false,false,false,false
424,Tom Clancy's Ghost Recon: Desert Siege,false,false,true,false,false,false,false,false,false,false,false,false,false
425,Tom Clancy's Ghost Recon: Island Thunder,false,false,true,false,false,false,false,false,false,false,false,false,false
426,Tom Clancy's Rainbow Six: Lockdown,false,false,true,false,false,false,false,false,false,false,false,false,false
427,Rayman: Raving Rabbids,false,false,true,true,false,false,false,false,false,false,false,false,false
428,Assassin's Creed,false,false,true,true,false,false,false,false,false,false,false,false,false
429,Tom Clancy's Rainbow Six: Vegas 2,false,false,true,false,false,false,false,false,false,false,false,false,false
430,Beyond Good & Evil,false,false,true,true,false,false,false,false,false,false,false,false,false
431,Petz Horsez 2,false,false,false,false,false,false,false,true,false,false,false,false,false
